69.2092097701,87.1570382305,42
2.6275624787,93.6851194149,53
87.9035607304,65.5737152812,13
74.8025079041,8.58660135501,20
72.2694143902,80.3039187228,54
72.6348045869,57.5446244497,51
55.0071326015,54.9648486367,47
79.1128749106,63.263745342,24
54.2789861437,63.706704321,13
59.4679323505,83.1810855984,82
62.7264443734,77.7055847862,8
97.972760388,17.7518597399,58
15.2308513842,91.6667978869,68
45.8024442001,0.849575792598,54
2.39263454098,46.9460509388,16
81.5757552068,43.5807027269,95
86.4279982597,63.905228777,46
86.4629144006,96.9379795133,46
23.0784577663,27.4160405354,7
61.5262264151,80.6352509516,57
46.3998903144,73.7924770304,58
89.0649242277,89.9708673123,65
94.0155290217,76.6848519418,16
40.4226207918,12.074314487,59
89.3313192187,88.4717509702,50
